,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
0,,,,,,12.0,6.0,,,,,,,,,,,,
1,6.25,-0.25,0.75,,,6.0,3.0,,,,,,,,,,,,
2,6.333333333333333,0.0,0.3333333333333333,,,5.0,1.0,,,,,,,,,,,,
3,,,,,,7.0,0.0,,,,,,,,,,,,
4,,,,,,15.0,1.0,,,,,,,,,,,,
5,,,,,,4.0,8.0,,,,,,,,,,,,
6,6.466666666666667,0.3333333333333333,0.4,0.1638829977636868,10.4094265763353,11.0,1.0,8.595241049160592,9.83356689364466,7.343414586130041,4.736400182430781,,5.1486914345921955,6.045152222675688,8.803379445689608,6.85935253975397,3.810499563223758,6.6431840810274485,3.413981976021575
7,6.541666666666667,0.125,0.5,0.10587652868507935,11.229396702227248,17.0,2.0,9.572142161155575,10.500659977510175,8.188799673888942,5.564045198643492,5.451192948068578,5.222844617355817,6.441517350576685,9.32217490588043,7.377838905028043,5.4605340003590745,6.819728113526772,
8,7.086956521739131,0.0,0.6086956521739131,0.08459033683064397,11.054298270048028,15.0,1.0,9.242639687423324,10.015365006745068,8.895086877134618,6.729654402572196,5.655701558910633,5.208770049506084,7.068922996003363,9.255322054983942,7.523177106393929,4.56191815799329,7.443221806684557,
9,6.478260869565218,-0.5217391304347826,0.34782608695652173,0.08200170134719968,10.904769589100189,11.0,1.0,10.123206125301685,10.389483772106201,8.174579494575799,4.8069838643599745,4.73975352512282,2.8394877364701547,6.635032752468861,8.909306087496105,6.053300200036017,,6.525733222600439,
10,7.125,-0.7083333333333334,0.625,0.08538190830638939,11.005978559297082,12.0,0.0,8.841901937259994,10.324422877372522,9.252322844880851,4.729368157431538,0.05732506661926935,3.143936738203707,6.677803604904106,8.924979204140444,3.670333536826838,,7.351305198941644,
11,7.090909090909091,-0.2727272727272727,0.6818181818181818,0.07220979780083985,11.020551507286601,11.0,3.0,8.40763855940237,10.336427253594858,8.990746139371518,5.219160516386847,,,6.096425733044307,9.341780391704168,3.6234605455490576,,7.338960905719857,
12,7.375,-0.25,0.9166666666666666,0.09259854026064035,10.905052012545497,8.0,2.0,9.144132191065513,10.181872830908054,8.054210299019946,5.694126000622888,3.3701881947878105,,5.4582314062643995,8.776453566877182,5.564681313916763,,7.047176293682843,
13,7.5,-0.17391304347826086,0.9565217391304348,0.09009446029133043,11.181338052128147,7.0,5.0,8.625250686952123,10.338482465701668,8.867710757552201,5.621581328117459,,,7.127747469972358,8.966825093959441,6.372078405043499,1.146767330555157,7.430835112286978,
14,7.6,-0.36,0.92,0.07757826351061665,10.976135636266568,10.0,4.0,9.222113397148014,10.247075944868607,8.398316633081809,8.080586271768196,5.809057986701323,3.3356983994294596,5.928822892447801,9.061236004735564,5.751873982123455,,7.076295643199822,
15,8.0,-0.3333333333333333,1.0,0.08335853148884136,9.671805463953666,0.0,1.0,7.989574686520652,9.076609187966119,8.296264685077578,5.691416328068633,,,4.331969418132511,6.586699791228174,4.9672475107532685,3.404591614730171,5.96598262309329,
16,,,,,,21.0,9.0,,,,,,,,,,,,
17,,,,,,27.0,10.0,,,,,,,,,,,,
18,,,,,,26.0,5.0,,,,,,,,,,,,
19,,,,,,40.0,6.0,,,,,,,,,,,,
20,,,,,,31.0,10.0,,,,,,,,,,,,
21,7.25,0.4166666666666667,0.5,0.20787432667041228,10.184495666228365,36.0,2.0,9.093206937783075,9.60418893520057,8.071113879697792,,,,6.713701973552143,6.264567103040929,4.8338981155962015,,,
22,6.857142857142857,-0.5238095238095238,0.2857142857142857,0.3134639916528158,10.486178785640911,58.0,5.0,9.034510895948038,9.332731529467148,7.525603316687685,,,,5.815341738316757,7.0458593260689435,8.023967443873248,,,
23,7.043478260869565,-0.5652173913043478,0.391304347826087,0.23420782335281726,10.051486305068618,28.0,2.0,9.098001117021491,9.43962113203893,7.9919910523456785,,,,6.938919587824447,8.464183055678573,,,4.207122500657789,
24,7.043478260869565,-0.6521739130434783,0.391304347826087,0.28270226090236883,10.056036821982643,32.0,4.0,10.091194167177584,9.21021036352545,8.241507408221901,,,,6.333221011856958,8.129884650708341,6.741516498232029,,,
25,6.260869565217392,-0.4782608695652174,0.08695652173913043,0.24679128575060189,10.420854465348327,24.0,1.0,8.765210099961132,9.525153082617194,8.163341401482548,,,,6.091400375720582,7.98005028599954,6.56013210106339,,,
26,6.764705882352941,-0.35294117647058826,0.4117647058823529,0.3145389300260454,10.209120023300462,36.0,5.0,8.894274188396347,9.315438583235219,7.70380375379222,,,,6.1824753263607315,7.587927649559485,7.3252984856426835,,2.2006631032686617,
27,7.222222222222222,-0.16666666666666666,0.4444444444444444,0.23712078574665885,8.665564919224298,49.0,16.0,7.343614439119106,8.058711410018976,6.188161448407208,,,,4.608105872640185,5.324345672069164,5.0729588640395225,,4.436609512444173,
28,5.769230769230769,-0.6153846153846154,-0.15384615384615385,0.21666666666666667,5.3003253501430745,36.0,5.0,2.3115448343655176,4.281391050039134,,,,,,4.671772201655672,,,,
29,6.8,-0.4,0.2,0.08866995073891634,,7.0,1.0,,,,,,,,,,,,
30,,,,,,21.0,4.0,,,,,,,,,,,,
31,,,,,,13.0,6.0,,,,,,,,,,,,
32,,,,,,13.0,5.0,,,,,,,,,,,,
33,,,,,,5.0,4.0,,,,,,,,,,,,
34,,,,,,10.0,3.0,,,,,,,,,,,,
35,,,,,,35.0,5.0,,,,,,,,,,,,
36,8.166666666666666,0.4166666666666667,1.25,0.1322694263201946,9.143861623358116,27.0,7.0,7.041165789300688,8.212393715226396,8.795269071792308,3.5935792742596115,,5.147750258052131,6.784833688537783,,6.095711943478336,,1.4701758451005926,3.8034127707040972
37,7.909090909090909,-0.18181818181818182,1.1363636363636365,0.10450735015263209,9.930675050234802,16.0,2.0,7.659757045180099,8.818003312700343,9.44310786425051,6.461313476888372,,5.84854061089519,7.217982538003381,,2.552565298261815,4.866179687024037,4.069266041845564,
38,7.88,0.12,0.84,0.11715704260530165,9.989591301089515,8.0,2.0,8.153360117657462,8.89858306964743,9.197920361974475,5.52522183673247,,4.677239653230364,6.538633189741647,,3.9916656330803426,3.5629476825072626,1.6409365794934714,3.464328663102245
39,7.48,0.36,1.04,0.10120138094402926,9.926278162145593,9.0,3.0,9.955794952544709,8.54041486905349,9.434167769414323,5.335536077030645,,5.469451577701415,7.673894523587599,,2.9804155694420977,6.090311646449697,3.3740659642701214,
40,7.565217391304348,0.391304347826087,1.0434782608695652,0.11024898938576619,9.940041925681598,8.0,3.0,9.932088614737664,8.54767467465284,9.406805436155802,4.330378014007531,,7.3300847148813,7.4187772834641725,2.5817308344235403,,7.762493108320597,2.627779689705598,
41,7.458333333333333,0.2916666666666667,0.875,0.10924324439454274,10.176900478121478,13.0,4.0,8.697285264757909,9.368211949241983,9.292979153086945,5.388519065710299,,6.538197709212391,8.483848588064317,3.722435112642146,,5.092663721230972,4.030623484664248,
42,7.565217391304348,0.30434782608695654,0.9130434782608695,0.10853198334087051,9.937797719088232,16.0,3.0,8.073411697127867,8.594881005426005,9.413991086404208,3.1438936245345115,,5.4089280757879905,7.552066669331799,,5.571659613394992,5.585505567065148,2.5963734838775876,
43,7.391304347826087,-0.43478260869565216,0.9565217391304348,0.1334505503773496,10.268468907468206,4.0,6.0,6.6272527054721735,9.524372998945923,9.775304858656652,5.540400427681641,,5.18457739667513,7.937194322754133,2.968104106436517,6.2932935777856205,5.026810434979183,2.3198354464005733,
44,7.2,-1.04,1.08,0.11235646733639912,9.97623798213344,12.0,1.0,7.795304090875565,9.070382660439492,9.520555678457223,6.311435308771762,,4.2146725050017135,6.901416229595628,2.063820160776879,5.087059153939308,4.2633697798487065,4.257143452527192,
45,7.526315789473684,-0.8333333333333334,0.9444444444444444,0.0974296282654727,9.853862182166964,13.0,1.0,7.622613069402909,8.382603639138207,9.137297739838521,2.583469110944827,,3.3606184131642394,6.39875964642703,,5.3131616430835935,5.507759480397274,2.862029437662483,
46,,,,0.0,,0.0,0.0,,,,,,,,,,,,
47,,,,,,3.0,0.0,,,,,,,,,,,,
48,,,,,,2.0,0.0,,,,,,,,,,,,
49,,,,,,15.0,0.0,,,,,,,,,,,,
50,,,,,,7.0,0.0,,,,,,,,,,,,
51,,,,,,8.0,1.0,,,,,,,,,,,,
52,6.555555555555555,-0.2222222222222222,0.5555555555555556,0.10415791064401977,10.40016935233406,18.0,2.0,7.903605155478213,9.957167219769671,8.522530323554646,,,,6.730584832410683,7.049447531023304,,5.626101974771684,5.168157427040164,
53,5.863636363636363,-0.2727272727272727,0.09090909090909091,0.08122993535896159,9.89288105193545,3.0,13.0,6.941493684016796,9.619399015594476,8.104898917547619,,,,6.296683815054932,,,3.15243683231163,3.0967533876127193,
54,5.380952380952381,-0.7619047619047619,0.09523809523809523,0.04244645220742427,10.552759201153169,2.0,4.0,7.757938259120167,10.297079384783554,9.129603306625473,,,,6.537499966425336,5.843564706680596,,6.252031042710829,6.539616301978024,
55,6.68,-0.32,0.96,0.07720628448218492,9.675461036263053,9.0,1.0,7.3940344894701155,9.205211240441749,8.173561668151764,,,,6.256222099222656,6.500247085195076,,6.2902274992205385,5.4756180062739945,
56,7.043478260869565,-0.5217391304347826,0.9130434782608695,0.06154356112527374,10.146098890801039,7.0,0.0,8.092238794916131,9.82561060208309,7.59004017798825,,,,6.8401496591022815,6.789409710133621,,6.002149756386695,4.849777728866323,
57,7.0,0.0,0.6956521739130435,0.07920099214455759,10.272618704786739,3.0,3.0,7.881454926651339,9.982562838562055,8.496076597243553,,,3.0505518433180976,7.9713585063604135,7.0070040559560125,,5.49258396310986,3.942164162340133,
58,6.916666666666667,-0.16666666666666666,0.7083333333333334,0.09876705283700578,9.960855347253315,13.0,0.0,7.799355288264135,9.442305538175368,7.531718498370089,,,,7.001902965170695,8.342307757998034,,6.226501095532197,5.0031473291303525,
59,7.25,-0.4166666666666667,0.9583333333333334,0.07521256552377519,10.260714799071627,4.0,2.0,7.852697216890954,9.823574973895441,7.666687859253376,,,,6.466562988230488,8.58613326150922,1.6152211571898276,6.448216699584165,5.870544721867166,
60,7.36,-0.88,1.0,0.07767190568642089,10.089135736755265,5.0,2.0,8.037593587725684,9.764447644431478,8.102951481365553,,,,6.330636707082274,8.275463482606348,,5.9910844748896865,5.280759118746895,
61,6.92,-0.24,0.96,0.029037551580003537,10.350893069407844,1.0,7.0,8.284951628421657,10.001078991924375,7.51732191777373,,,,6.745339873537327,8.44522231865337,,6.510816220593407,4.180996152273949,
62,6.7272727272727275,0.09090909090909091,1.0,0.05214619888710669,8.974207954190595,3.0,5.0,6.503849454559056,8.662344065640891,6.085803801170965,,,,5.155428038997797,6.671649327585341,,5.7825536049870605,3.5619831434253917,
63,,,,,,20.0,0.0,,,,,,,,,,,,
64,,,,,,1.0,37.0,,,,,,,,,,,,
65,,,,,,4.0,25.0,,,,,,,,,,,,
66,,,,,,8.0,1.0,,,,,,,,,,,,
67,,,,,,10.0,0.0,,,,,,,,,,,,
68,,,,,,1.0,11.0,,,,,,,,,,,,
69,,,,,,1.0,9.0,,,,,,,,,,,,
70,7.368421052631579,0.0,0.7368421052631579,0.13605704058451204,10.411098545023691,6.0,1.0,6.844710042340087,9.674070740402927,9.256609074216328,,,5.871816335592055,6.704535671134415,9.083565871482644,6.467995265982989,,,
71,7.416666666666667,-0.16666666666666666,0.6666666666666666,0.1742196593022208,10.542694464874305,9.0,4.0,8.678190493826476,9.469842621706968,8.916617825874825,,8.087408853501673,5.270545267201832,5.738567080768966,9.314640745882272,3.0965725884800626,,,1.580832655423766
72,6.88,-0.48,0.36,0.1609137520615459,10.376083225758284,8.0,0.0,8.029486910780662,9.487625154453447,8.37961820590667,,7.4059575625865515,,5.697982353091395,9.456686255232283,6.773773499234273,,,
73,7.52,0.04,0.72,0.18718815901000108,10.500792661835026,6.0,5.0,8.55231706242185,9.633005638927958,9.480143514638687,,6.9253525350574465,6.602275767499775,5.8055806527172376,9.446135710832298,7.1808517467786555,,,3.7664421660617267
74,7.142857142857143,-0.23809523809523808,0.5714285714285714,0.1999397640684851,10.760576961700663,11.0,1.0,8.759333241270564,9.95124780557674,8.989132570888001,,,6.034456984512061,7.416428989041758,9.394860343817303,6.293644761741232,,,2.4895624613241942
75,7.0,-0.041666666666666664,0.625,0.09487074820218817,10.596864906626573,14.0,1.0,8.036780374058441,9.824154205706687,9.298689104307376,,4.343116873170125,3.9896875027846233,5.7228102920607835,8.963610205605784,6.711948402618187,,,
76,7.130434782608695,-0.391304347826087,0.782608695652174,0.18227712259500276,10.410917316904838,22.0,4.0,7.981740802891859,9.673852980051548,8.793058216783736,,,5.713481948964989,6.060797027587937,9.003489988178265,7.465081018185013,,,3.7304771477018637
77,7.217391304347826,-0.34782608695652173,0.8260869565217391,0.1874910057547955,10.429100690064475,9.0,0.0,8.151780469755995,9.670956324549195,8.944303541887765,,,4.9032653534883,5.2605635769361205,9.351891321818407,6.403261235059758,,,1.9602356191999566
78,6.9375,-0.6875,0.375,0.14094292231381172,10.242280843393697,3.0,3.0,7.611607456058522,9.547120489768552,8.41573903598863,,,6.039749821937477,6.765026289272144,9.128664264364321,4.831947128534722,4.543262866867096,,2.0826862718447248
79,7.0,-1.0,1.0,0.0,,0.0,0.0,,5.715259692029907,2.7035065610523374,,,,,4.152550575286463,,,,
80,,,,,7.076141860137977,3.0,1.0,6.095166688422908,7.14722483289512,7.308353228332968,,,,5.148069892625365,5.398099351094867,,4.084142699737504,,
81,6.523809523809524,-0.42857142857142855,0.7142857142857143,,11.025788974855175,0.0,3.0,8.594620420166327,10.35550903016383,8.726968261451566,,,,6.60615817328782,8.689344539852403,6.829585067093619,5.9123996945116275,3.4409948515362214,
82,7.363636363636363,0.045454545454545456,0.9545454545454546,0.1015817163241624,10.818096370731755,19.0,21.0,9.165517049476417,10.113369556967145,8.649041117806318,,,,7.113219467278355,8.834927973243564,6.9955381083258645,5.720551092231438,2.6550712763113236,
83,6.090909090909091,-0.5,0.45454545454545453,0.07868730237430893,11.01092130076221,23.0,19.0,9.242994475912363,10.028995562487262,9.695331254170737,,,,6.489396402355272,8.863094548119241,7.3086251786065946,,,
84,6.142857142857143,-0.5238095238095238,0.38095238095238093,0.10160807199432188,10.77867577142024,23.0,11.0,8.813752841309123,9.846897412492153,9.547715843415128,,,,6.606352844699316,9.089005498505308,6.143835787528736,5.0147069934663095,5.898337233117606,
85,6.181818181818182,-0.18181818181818182,0.36363636363636365,0.09386554372566573,10.73867603230569,11.0,17.0,8.405651165083118,9.772266631572256,9.139752336033494,,,,6.314238025577926,8.417949264564399,6.628036085160245,6.188771181365124,1.798072831284647,
86,5.409090909090909,-0.7272727272727273,0.2727272727272727,0.05866868541396275,10.55826841889052,10.0,9.0,8.564932708611286,9.915320170181438,8.907287572832276,,,,6.531258021839173,8.54759435721656,3.5041750606181874,3.0950344746278535,,
87,6.0,-0.45,0.3,0.05799535828566711,10.31751496593328,1.0,4.0,8.114146057650533,9.61355996079196,8.573927904396541,,,,6.142699551911484,8.440163323911628,6.59985961479986,5.086484606379694,,
88,5.380952380952381,-0.42857142857142855,0.047619047619047616,0.06834496123830598,10.528384211097688,15.0,2.0,8.34377389168547,10.048574422719856,7.880867078912661,,,,6.6127249407010975,8.566768951686136,4.398293607137753,6.775265629269282,0.002995508979798371,
89,5.866666666666666,-0.8666666666666667,0.4,0.0831930012789311,10.586739865070832,10.0,12.0,9.312841363087909,10.434133244622673,8.333873056208775,,2.64368944194182,,7.418144207410597,8.428669034388031,0.003992021269537457,6.79050210292536,1.9754689512968577,
90,6.0,-1.0,0.3333333333333333,0.07734375000000002,8.293931383157158,1.0,0.0,6.708680975275006,7.805561826032737,6.124608989877065,,,,3.838591727342263,7.024270845071555,,,,
91,,,,,,0.0,6.0,,,,,,,,,,,,
92,,,,,,1.0,0.0,,,,,,,,,,,,
93,,,,,,0.0,11.0,,,,,,,,,,,,
94,7.055555555555555,0.0,0.8333333333333334,,,0.0,16.0,,,,,,,,,,,,
95,6.84,-0.2,0.76,,6.716592352674678,0.0,18.0,5.131152366643093,5.660137053571342,,,,,5.341640231283857,5.3030610972451075,,,2.5697072514804655,
96,6.5,-0.4166666666666667,0.75,0.023904200536661407,9.18555124479138,0.0,14.0,6.771847350345946,9.104796172782901,5.395353329059631,,,2.8382594147294267,5.655257275380471,9.136690710166844,7.1525389839926214,5.1943281324759285,3.4413151282580445,
97,6.72,-0.28,0.8,0.03877992462043864,8.990081406109802,3.0,5.0,8.561274763735984,9.044275043786731,3.2760497941427187,,,,8.3600358628138,8.406359503014277,6.023880913107879,,5.106175750415212,
98,6.625,-0.375,0.7083333333333334,0.05093425339508379,9.097470285636307,1.0,24.0,7.230903428601084,8.611605877684609,5.305883669745421,,,5.084498950693076,5.537145272782298,8.595381257227373,,6.265696571835359,3.831723598143417,
99,7.076923076923077,-0.3076923076923077,0.9230769230769231,0.054144126440949195,8.766159175460704,0.0,2.0,4.802692293481726,8.597636680304714,5.27980710378894,,,,5.585246655729576,7.860177727198385,,,3.615932346357871,
100,7.318181818181818,0.045454545454545456,1.1818181818181819,0.06961187374453341,9.356744207929225,3.0,6.0,6.473907671516837,8.838033018995617,6.123229380284784,,,,5.677339247300247,8.47993463197967,,1.9499021703248507,4.474537445352638,
101,7.043478260869565,0.391304347826087,0.8695652173913043,0.08153632957750699,9.365516040775521,1.0,0.0,5.776964780417714,9.09034709553621,5.875043084090731,,,,8.27123792002379,8.604608286900588,,,4.475129835436036,
102,6.68,-0.44,0.8,0.053920003055726765,9.520628784652587,0.0,0.0,6.468819216133296,8.783835063093592,6.226931848111024,,,4.53838915229774,6.272648678594532,8.696073835052678,7.016490394268284,,4.288594689881329,
103,6.52,-0.36,0.72,0.03992782560636289,9.048391044614018,0.0,0.0,7.946175852116364,7.823567096194971,6.5798968368828366,,,1.6158175193981394,5.435484641334882,9.14897154205558,,3.6752368150727777,3.336587746884958,
104,6.083333333333333,-0.25,0.625,0.0667823216707626,9.042589189959624,0.0,3.0,6.476002662112588,8.328478119593527,6.822889961195631,,,5.095858406426659,6.570210467357952,7.916327244394526,,,,
105,6.52,-0.32,0.76,0.06142514202082632,9.476632680794056,0.0,0.0,5.751877158940316,8.618755964771145,8.343860711539678,,,,5.420118983546202,7.8471654842728125,,,5.3265354646220215,
106,7.0,-0.15384615384615385,1.0,0.10006029515441861,8.044226456565703,1.0,0.0,5.517428799788843,7.66812269416958,,,,,4.53449017780035,7.187701002912147,,5.761510355948406,3.789041481012917,
107,,,,,,5.0,0.0,,,,,,,,,,,,
108,,,,,,14.0,2.0,,,,,,,,,,,,
109,,,,,,7.0,6.0,,,,,,,,,,,,
110,,,,,,11.0,8.0,,,,,,,,,,,,
111,,,,,,13.0,4.0,,,,,,,,,,,,
112,,,,,,7.0,0.0,,,,,,,,,,,,
113,6.875,0.375,0.5,0.04809027777777775,9.607393868082358,10.0,6.0,6.168817530960993,8.867273699780917,9.194535022907834,,,2.735795061410769,6.069207689730402,4.948057516111529,5.958179184858941,,1.804511153153218,1.1052568313867783
114,7.409090909090909,0.13636363636363635,0.5454545454545454,0.05960769195682989,10.500429678092697,9.0,2.0,7.458111183365072,9.259780896044333,9.672937452833992,5.627736214979898,,3.0655847754528245,6.301603808622431,7.668718572253267,7.14503997138471,6.118916245790059,5.139638114867051,3.460377823898187
115,7.291666666666667,-0.25,0.5416666666666666,0.07949532754278184,10.585256344016994,17.0,1.0,8.708449381899438,9.698489005419727,9.550155158903872,5.491063564134658,,1.410986973710262,5.696207187818464,6.723607655943597,6.769946178569284,6.592364851155484,4.326500711125668,4.425253734607981
116,7.043478260869565,-0.34782608695652173,0.6086956521739131,0.11791666666666667,10.34212750624796,6.0,1.0,7.216512697891127,9.521877438020786,9.366122605809338,5.609874644433234,5.545220412306432,2.4948569806411687,5.843283513433758,6.953427253313449,7.664785297016095,4.434915530412274,3.2739698871777723,4.741238358264584
117,6.739130434782608,0.13043478260869565,0.4782608695652174,0.06188888888888889,9.848030602229775,6.0,1.0,6.67540825534648,8.80911581002958,8.74119349561286,5.3342249048864545,,0.031498667059371016,5.229840433370594,5.55692072149915,6.9225098923506225,5.442266183890698,4.112790059883984,
118,6.043478260869565,-0.30434782608695654,0.043478260869565216,0.09702441077441076,8.800891639790226,3.0,4.0,5.521668896233246,7.943303869537464,7.962359600527038,5.221911371345411,,1.6152211571898276,4.734750031523986,,6.2762392723186045,5.021515885192468,1.8107447691391356,
119,6.7727272727272725,-0.45454545454545453,0.5454545454545454,0.06421521553563807,9.004822079075415,19.0,1.0,6.9337494831589375,7.795193758949263,8.357898704869168,4.728316590809799,,4.3357208817973705,3.895791992317729,5.910669264654405,6.325864996201629,4.6824182229740074,1.6517308246243516,
120,7.0,-0.15789473684210525,0.7368421052631579,0.08096746150024839,8.81733200553064,7.0,2.0,6.816603341691594,7.924466384079725,8.00774162320339,5.776013209711938,,,4.555328469130876,3.5934967716813597,1.3922764327974382,4.620255823406132,,3.7968365956190286
121,7.090909090909091,-0.2727272727272727,0.6818181818181818,,,0.0,0.0,,,,,,,,,,,,
122,6.909090909090909,0.0,0.5454545454545454,,,0.0,0.0,,,,,,,,,,,,
123,,,,,,3.0,1.0,,,,,,,,,,,,
124,,,,,,17.0,1.0,,,,,,,,,,,,
125,,,,,,12.0,0.0,,,,,,,,,,,,
126,,,,,,14.0,9.0,,,,,,,,,,,,
127,,,,,,3.0,1.0,,,,,,,,,,,,
128,5.5,0.0,-0.5,,,12.0,5.0,,,,,,,,,,,,
129,,,,,,4.0,0.0,,,,,,,,,,,,
130,6.875,-0.25,0.875,0.12487312732217766,9.713762336205937,13.0,1.0,8.628878205206444,8.152261396163786,8.311135098844785,,,,5.0093878496942486,8.982556948082086,,,2.9560034313249943,
131,6.2272727272727275,0.3181818181818182,0.5909090909090909,0.1074438624563936,10.571199841328946,12.0,0.0,9.257562640973452,8.986093587323808,8.130586146997414,5.272568696525259,2.6943568739702077,6.027533664581339,5.618072069217793,9.089528090283412,6.874514888001891,4.099315519847701,3.145745835871476,
132,6.130434782608695,0.30434782608695654,0.5652173913043478,0.1318571425177631,10.346664222844064,14.0,4.0,8.909802145520208,8.524882353892565,8.393999946937571,5.4054213614622375,4.7215922960051335,7.228533578923107,5.529437023987866,9.42683933683839,7.962734681829523,,3.758825204800603,
133,6.304347826086956,-0.043478260869565216,0.4782608695652174,0.11450703636596551,10.571486526034121,4.0,0.0,10.78500479408587,8.659165211508608,8.572471594698838,5.4563419616381506,5.22015039857434,5.669494641486877,5.5613890730271,9.748272998662177,6.920402958815501,,3.3831691791427643,
134,6.541666666666667,-0.041666666666666664,0.7083333333333334,0.12640377529597666,10.5571099958221,15.0,2.0,9.126897022000758,9.085913577850823,8.414078817957938,4.720024492657065,,5.8402782192447384,5.738895403429398,9.6952966510741,6.304980653651425,,3.2299344522249345,
135,6.260869565217392,0.043478260869565216,0.782608695652174,0.1396897835014293,10.836132620237267,7.0,2.0,10.630903300746485,8.80966412892778,9.086357984988737,3.793622279040116,6.416093189446962,4.4124345908452645,5.595644030050028,9.758491433225414,7.803983701845734,,2.9102833117215083,
136,6.333333333333333,-0.09523809523809523,0.7619047619047619,0.17209039725555028,10.15793316231505,17.0,1.0,9.014951690971008,7.568335361913994,7.7963927598981355,5.234306706067512,,5.409044456352568,5.470740091162743,9.339640826792884,8.249723335570096,,3.595200443229948,5.031398244448335
