id,time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather
AS14.17,2014-04-08,7.043478260869565,0.4782608695652174,1.0,0.12187951252863875,33788.98299837114,3.0,1.0,5795.839,9753.942000000001,11889.682999999999,0.0,0.0,1334.472,404.992,6675.611,862.582,206.937,77.521,0.0
AS14.17,2014-04-13,7.08,0.44,1.0,0.09810793909539314,28307.4250011444,3.0,4.0,3189.732,13522.883,6963.984,0.0,0.0,217.233,1047.387,6915.49,756.325,0.0,52.905,0.0
AS14.17,2014-04-18,7.043478260869565,0.6521739130434783,1.0,0.12090025981836214,25601.855002164837,2.0,2.0,1126.443,14475.153,6701.71,0.0,0.0,256.297,228.019,4642.069,874.662,0.0,8.029,0.0
AS14.17,2014-04-23,7.3478260869565215,0.8695652173913043,0.9130434782608695,0.1356264659161557,29118.88699865342,6.0,4.0,30985.614,16008.512999999999,5930.923,0.0,2562.907,383.445,296.99699999999996,5801.6050000000005,1899.9270000000001,0.0,8.035,0.0
AS14.17,2014-04-28,7.0,0.8571428571428571,0.7142857142857143,0.13465253111316924,23364.57899832725,1.0,1.0,18452.452999999998,9795.627,3076.2780000000002,60.552,5364.334,259.152,155.423,3384.544,3843.925,0.0,53.019000000000005,0.0
AS14.17,2014-05-03,7.25,-0.2,1.0,0.14941273963644078,11385.332000255585,7.0,3.0,1035.309,3968.6369999999997,181.729,0.0,0.0,0.0,92.828,2419.0879999999997,324.06,0.0,56.985,0.0
AS14.19,2014-02-17,,,,,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.19,2014-02-22,,,,,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.19,2014-02-27,,,,,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.19,2014-03-04,,,,,0.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.19,2014-03-09,,,,,0.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.19,2014-03-14,,,,,0.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.19,2014-03-19,6.3076923076923075,-0.6923076923076923,0.6153846153846154,0.06834688650902225,12685.427999258047,33.0,0.0,5808.846,7001.166,0.0,0.0,0.0,0.0,701.141,144.269,0.0,0.0,0.0,0.0
AS14.19,2014-03-24,6.166666666666667,-0.5416666666666666,0.5833333333333334,0.1234265504826782,17672.336997032166,38.0,2.0,4079.549,14060.391,831.492,0.0,0.0,0.0,268.514,356.425,0.0,72.91,0.0,0.0
AS14.19,2014-03-29,7.12,-0.16,0.84,0.1090166375448168,14394.982000350949,25.0,3.0,5520.343,12793.029,85.27600000000001,0.0,0.0,0.0,281.139,47.717,238.217,8.822,0.0,0.0
AS14.19,2014-04-03,7.083333333333333,-0.5833333333333334,0.75,0.1287426206123355,15601.765004396439,43.0,1.0,5038.546,10290.139,0.0,0.0,360.982,0.0,416.315,487.356,0.0,0.0,0.0,0.0
AS14.19,2014-04-08,6.958333333333333,-0.3333333333333333,0.875,0.09131560212561322,11621.224003791809,32.0,3.0,6454.151,7466.749,0.0,0.0,0.0,0.0,220.209,518.101,0.0,0.0,53.342,0.0
AS14.19,2014-04-13,6.84,-0.52,0.96,0.1138100734410247,17428.898997306827,30.0,1.0,4432.612,20592.912,0.0,0.0,0.0,0.0,348.42,907.279,0.0,54.952999999999996,0.0,0.0
AS14.19,2014-04-18,6.88,-0.16,1.04,0.1095371206791028,12774.333999156952,26.0,1.0,2442.2889999999998,10285.977,0.0,0.0,229.132,0.0,239.91400000000002,498.10200000000003,0.0,8.679,0.0,0.0
AS14.19,2014-04-23,6.7727272727272725,-0.6363636363636364,0.9545454545454546,0.1173987362791791,13142.705999135971,25.0,2.0,4990.92,11560.29,546.49,0.0,0.0,0.0,481.649,848.114,259.458,0.0,3.653,0.0
AS14.19,2014-04-28,7.04,0.2,0.8,0.09851585807727066,12940.403996467592,33.0,0.0,3959.393,10891.155,5.125,0.0,0.0,0.0,277.172,1478.67,62.108000000000004,6.066,0.0,0.0
AS14.19,2014-05-03,7.0,0.07142857142857142,0.9285714285714286,0.11980096502908139,5883.775001287461,13.0,2.0,4566.275000000001,5846.621,0.0,0.0,0.0,0.0,136.974,487.567,0.0,0.0,0.0,0.0
AS14.20,2014-02-17,,,,,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.20,2014-02-22,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.20,2014-02-27,,,,,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.20,2014-03-04,,,,,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.20,2014-03-09,,,,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.20,2014-03-14,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.20,2014-03-19,7.357142857142857,0.5714285714285714,0.5714285714285714,0.02546296296296295,2656.180999994277,0.0,1.0,317.826,1066.632,91.55799999999999,0.0,63.294,0.0,124.03,50.57,0.0,1639.096,0.0,0.0
AS14.20,2014-03-24,6.590909090909091,0.045454545454545456,0.22727272727272727,0.04512773998488285,7523.47899985314,0.0,1.0,1882.761,1338.148,839.996,0.0,1417.911,0.0,225.537,1349.41,0.0,1176.669,88.629,0.0
AS14.20,2014-03-29,6.9523809523809526,0.6,0.65,0.12075852445945312,3922.5930006504077,5.0,9.0,693.558,1201.6380000000001,148.78199999999998,0.0,1448.1480000000001,0.0,140.6,1116.759,93.43400000000001,821.101,0.0,0.0
AS14.20,2014-04-03,6.909090909090909,0.5454545454545454,0.7272727272727273,0.05675829784663406,7142.547998666763,6.0,2.0,732.794,2592.03,118.923,75.399,1918.272,0.0,206.787,1376.183,0.0,0.0,0.0,0.0
AS14.20,2014-04-08,7.238095238095238,0.3333333333333333,0.7142857142857143,0.04191992188837088,7469.357999563221,8.0,8.0,776.926,3405.589,372.839,49.692,936.093,0.0,177.16,1447.362,0.0,0.0,0.0,0.0
AS14.20,2014-04-13,6.8,0.0,0.48,0.04044236936427089,2420.543999910355,0.0,4.0,423.356,897.561,89.691,0.0,1066.57,0.0,25.42,455.358,0.0,39.18,0.0,0.0
AS14.20,2014-04-18,7.130434782608695,-0.043478260869565216,0.5652173913043478,0.07591026944922662,4420.765001773834,1.0,7.0,629.501,2968.35,14.783,0.0,196.45,0.0,199.476,1137.626,0.0,3.01,0.0,0.0
AS14.20,2014-04-23,6.9523809523809526,0.09523809523809523,0.3333333333333333,0.03831404125295324,5295.46300125122,3.0,2.0,989.1940000000001,2107.453,172.519,0.0,0.0,0.0,474.874,1619.1309999999999,0.0,59.635,0.0,0.0
AS14.20,2014-04-28,7.041666666666667,0.16666666666666666,0.4166666666666667,0.04729588894381282,3392.1599991321564,0.0,0.0,413.53499999999997,1236.342,218.466,0.0,561.0070000000001,0.0,46.019999999999996,530.869,0.0,0.0,0.0,0.0
AS14.20,2014-05-03,7.0,0.0,0.4444444444444444,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.23,2014-02-17,,,,,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.23,2014-02-22,,,,,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.23,2014-02-27,,,,,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.23,2014-03-04,,,,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.23,2014-03-09,,,,,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.23,2014-03-14,,,,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.23,2014-03-19,7.0,-0.2857142857142857,1.0,0.23890952654903438,42951.34700345991,3.0,2.0,1472.943,10197.129,1888.8139999999999,0.0,0.0,0.0,361.304,27571.817,0.0,3095.8630000000003,21.201999999999998,0.0
AS14.23,2014-03-24,6.565217391304348,0.08695652173913043,0.782608695652174,0.35766774338727225,58773.783995628364,1.0,1.0,6825.438,24510.508,21897.618,0.0,2027.546,0.0,1735.7939999999999,1431.732,289.744,1577.176,3.016,0.0
AS14.23,2014-03-29,7.235294117647059,0.058823529411764705,1.411764705882353,0.4354103669712042,54686.74299716949,5.0,1.0,7339.075,27917.752,10666.204,0.0,5176.677,141.805,555.552,1133.53,1654.794,850.2719999999999,105.57000000000001,0.0
AS14.23,2014-04-03,6.5625,0.25,0.6875,0.3905818007111531,56680.30500292778,10.0,2.0,6194.646,33430.29,14162.122,0.0,1194.923,0.0,372.444,536.64,948.1719999999999,323.265,4.011,0.0
AS14.23,2014-04-08,7.083333333333333,0.0,0.9166666666666666,0.309860934351879,63858.20800042151,4.0,1.0,4056.142,30251.38,4188.619,0.0,14518.663999999999,0.0,718.476,1695.4379999999999,1082.042,436.758,31.163,0.0
AS14.23,2014-04-13,7.315789473684211,0.42105263157894735,1.105263157894737,0.36555556781862397,52143.057992935195,4.0,0.0,7057.397,25378.012,3031.347,0.0,6236.219,7448.26,1271.183,683.707,704.206,506.834,0.0,0.0
AS14.23,2014-04-18,7.260869565217392,0.13043478260869565,0.8695652173913043,0.41930900749747285,43734.81900262833,6.0,0.0,5829.712,23566.65,2835.939,0.0,184.365,3024.479,973.8190000000001,841.222,132.321,328.315,198.341,0.0
AS14.23,2014-04-23,7.368421052631579,-0.15789473684210525,1.0526315789473684,0.36984332667614295,52042.650000572205,8.0,2.0,8668.653,28617.81,1963.8149999999998,0.0,291.468,5572.2789999999995,1764.544,2436.3160000000003,252.151,1300.359,21.131999999999998,0.0
AS14.23,2014-04-28,7.636363636363637,-0.2727272727272727,1.0909090909090908,0.3900043938183429,62113.928002119064,6.0,2.0,3610.156,34378.372,8686.988,0.0,1441.3310000000001,8307.58,2324.378,2700.421,474.584,256.029,34.237,0.0
AS14.23,2014-05-03,,,,0.5164246467817896,5106.411001205443,0.0,0.0,423.354,4363.091,169.676,0.0,0.0,0.0,0.0,148.43200000000002,0.0,0.0,0.0,0.0
AS14.24,2014-04-08,,,,,0.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.24,2014-04-13,7.333333333333333,-0.6666666666666666,0.5333333333333333,0.0705059662402896,13578.041998863218,24.0,8.0,8439.435,6946.684,10.026,0.0,0.0,0.0,399.657,1448.215,191.99200000000002,0.0,14.517000000000001,0.0
AS14.24,2014-04-18,7.3478260869565215,0.391304347826087,0.8695652173913043,0.07890187490665475,22809.512999296192,29.0,3.0,6889.112999999999,16418.203,95.434,0.0,0.0,0.0,248.14,3566.763,0.0,45.823,56.549,0.0
AS14.24,2014-04-23,7.0,-0.043478260869565216,0.6956521739130435,0.1164397364574026,13056.015001296999,28.0,6.0,3762.867,7585.657,39.394000000000005,0.0,0.0,36.117,246.60399999999998,833.534,349.87600000000003,0.0,144.958,0.0
AS14.24,2014-04-28,6.761904761904762,-0.047619047619047616,0.6666666666666666,0.09142968319716485,25247.644001722336,16.0,3.0,8075.075,13202.003,238.499,0.0,0.0,55.592999999999996,230.701,1574.851,0.0,29.298,53.345,0.0
AS14.24,2014-05-03,6.8125,-0.25,0.8125,0.08453592820651994,20718.069001436226,2.0,0.0,8735.619999999999,10728.443,4.022,0.0,0.0,425.289,211.244,602.547,0.0,1073.813,14.104,0.0
AS14.24,2014-05-08,7.136363636363637,-0.6190476190476191,0.9047619047619048,0.08112528809992157,28441.940999269482,12.0,3.0,12175.458,14931.78,894.583,0.0,0.0,358.141,266.376,1766.57,34.145,353.105,25.266,0.0
AS14.24,2014-05-13,6.708333333333333,-0.2916666666666667,0.5,0.04456202767187775,29909.13900303841,22.0,5.0,9415.287,17212.240999999998,266.874,0.0,0.0,53.344,270.658,1651.502,23.2,0.0,78.849,0.0
AS14.24,2014-05-18,6.869565217391305,0.17391304347826086,0.6956521739130435,0.03448184094574469,17105.87199902534,11.0,8.0,4738.73,10778.247,32.339,0.0,0.0,0.0,300.799,1097.236,0.0,0.0,4.009,0.0
AS14.24,2014-05-23,6.833333333333333,0.16666666666666666,0.8333333333333334,0.02715499200900424,18393.112001419064,8.0,2.0,4148.199,5994.566,95.77799999999999,0.0,0.0,0.0,283.815,1159.6889999999999,0.0,34.409,0.0,0.0
AS14.24,2014-05-28,6.954545454545454,-0.2727272727272727,0.7727272727272727,0.0824723372574739,26695.79199981689,25.0,4.0,7561.72,11875.539999999999,0.0,0.0,0.0,0.0,250.294,1336.1009999999999,544.488,0.0,5.039,0.0
AS14.24,2014-06-02,7.2272727272727275,0.36363636363636365,1.0,0.10374564661583484,21316.547998189923,30.0,10.0,5925.779,13540.052,212.04999999999998,0.0,0.0,0.0,183.28,1111.336,225.73700000000002,0.0,47.926,0.0
AS14.24,2014-06-07,7.0,-1.3333333333333333,1.0,0.08736132522666579,6661.575998783117,0.0,2.0,5378.887,1111.48,0.0,0.0,0.0,0.0,24.283,297.61,0.0,0.0,0.0,0.0
AS14.25,2014-02-17,,,,,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.25,2014-02-22,,,,,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.25,2014-02-27,,,,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.25,2014-03-04,,,,,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.25,2014-03-09,,,,,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.25,2014-03-14,,,,,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.25,2014-03-19,,,,,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.25,2014-03-24,,,,,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.25,2014-03-29,,,,,0.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.25,2014-04-03,,,,,0.0,29.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.25,2014-04-08,7.25,0.0,0.5,0.11391865582102813,32176.621000766754,21.0,13.0,18513.154,15059.017,1084.618,0.0,767.578,568.219,1060.651,10156.32,294.028,0.0,4.123,86.005
AS14.25,2014-04-13,6.6521739130434785,0.043478260869565216,0.2608695652173913,0.09203315936724026,43179.674002170555,23.0,4.0,6282.195,26845.832,60.439,0.0,275.75800000000004,623.412,841.13,7942.315,293.93600000000004,0.0,0.0,98.897
AS14.25,2014-04-18,7.2272727272727275,-0.22727272727272727,0.36363636363636365,0.0886499956947898,44771.76700162888,28.0,24.0,13136.08,24428.206,0.0,0.0,559.793,115.951,1419.161,5517.032999999999,949.97,0.0,0.0,104.154
AS14.25,2014-04-23,6.55,-0.4,0.35,0.07780233454057811,36987.01200008392,20.0,4.0,7822.119,22332.391,1186.037,187.268,1508.853,74.87,529.544,5076.0779999999995,629.148,50.439,0.0,139.636
AS14.25,2014-04-28,6.583333333333333,-0.4166666666666667,-0.041666666666666664,0.10749996431273308,55814.33499598504,58.0,18.0,17351.289,35817.461,1285.975,0.0,1158.397,189.49200000000002,1424.56,3070.3019999999997,800.0360000000001,0.0,0.0,66.122
AS14.25,2014-05-03,6.8125,-0.17647058823529413,0.17647058823529413,0.07721499468664321,50913.86999797822,15.0,2.0,9267.551,24870.48,5546.344,71.605,4005.604,385.315,1164.654,3356.289,1457.799,2403.134,0.0,115.624
AS14.25,2014-05-08,7.0,0.0,0.5,0.05208333333333331,2924.5859992504124,0.0,0.0,822.101,1095.098,174.541,0.0,376.45399999999995,0.0,126.869,518.437,103.71300000000001,0.0,0.0,13.111
AS14.26,2014-02-17,,,,,0.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.26,2014-02-22,,,,,0.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.26,2014-02-27,,,,,0.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.26,2014-03-04,,,,,0.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.26,2014-03-09,,,,,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.26,2014-03-14,,,,,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.26,2014-03-19,7.5,0.5,1.0,,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.26,2014-03-24,6.833333333333333,0.041666666666666664,0.2916666666666667,,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.26,2014-03-29,7.08,0.16,0.32,,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.26,2014-04-03,7.045454545454546,0.36363636363636365,0.4090909090909091,,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.26,2014-04-08,6.708333333333333,0.2916666666666667,0.25,,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.26,2014-04-13,6.8,0.12,0.16,0.0816234094152675,30528.4380004406,3.0,5.0,27062.852,5173.991,363.815,0.0,0.0,132.97899999999998,303.388,18855.626,107.875,149.882,0.0,53.409
AS14.26,2014-04-18,7.375,0.5,0.75,0.10534852485241546,36083.551003217704,0.0,7.0,23871.25,9857.873,254.822,0.0,0.0,0.0,248.316,20481.504,0.0,2.009,45.194,6.219
AS14.26,2014-04-23,6.88,0.44,0.4,0.13236092758800708,32125.977002620704,11.0,3.0,17965.992000000002,13227.635,255.294,0.0,0.0,0.0,246.50300000000001,12367.819,353.401,306.755,0.0,178.45
AS14.26,2014-04-28,6.96,0.32,0.56,0.12027091230842184,28022.021000385284,9.0,0.0,6769.625,10609.469,586.092,0.0,0.0,0.0,232.873,10593.693,72.414,424.117,26.402,71.389
AS14.26,2014-05-03,7.157894736842105,0.0,0.47368421052631576,0.06094279046353717,21779.106001853947,6.0,4.0,4076.978,2953.352,314.828,0.0,0.0,0.0,163.734,16142.034,0.0,117.875,0.0,0.0
AS14.26,2014-05-08,6.8,0.2,0.48,0.07569217941413854,37033.99199986458,12.0,2.0,39201.070999999996,13202.481,1944.398,0.0,0.0,0.0,230.336,12707.882,70.547,1211.232,54.316,201.476
AS14.26,2014-05-13,6.84,0.32,0.4,0.12083835266985503,38795.636001825325,6.0,2.0,14109.44,19873.582,573.758,0.0,0.0,0.0,175.176,10917.715,124.87199999999999,2.008,48.27,0.0
AS14.26,2014-05-18,7.16,-0.08,0.76,0.11326678976675413,35264.0599989891,10.0,0.0,6465.726,9298.105,583.643,0.0,0.0,0.0,203.042,17969.047,106.591,982.433,50.354,16.097
AS14.26,2014-05-23,6.916666666666667,-0.041666666666666664,0.5416666666666666,0.09082660865139686,37036.826999425895,7.0,0.0,12344.653,12749.847,924.689,0.0,0.0,0.0,788.3580000000001,13817.614,289.442,51.333,50.329,229.972
AS14.26,2014-05-28,6.4,0.06666666666666667,0.13333333333333333,0.07055301098457006,11086.305001020424,1.0,0.0,8278.606,3442.583,506.633,0.0,0.0,0.0,66.346,5194.727,136.843,0.0,0.0,184.321
AS14.27,2014-02-17,,,,,0.0,24.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.27,2014-02-22,,,,,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.27,2014-02-27,,,,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.27,2014-03-04,,,,,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.27,2014-03-09,,,,,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.27,2014-03-14,,,,,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.27,2014-03-19,,,,,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.27,2014-03-24,,,,,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AS14.27,2014-03-29,,,,0.153125,292.63900041580246,13.0,9.0,123.87599999999999,91.233,0.0,0.0,0.0,0.0,18.264,128.539,0.0,0.0,0.0,0.0
